UN-Nummer;Benennung und Beschreibung;Klasse;Klassifizierungscode;Verpackungsgruppe;Gefahrzettel;Sondervorschriften;Begrenzte und freigestellte Mengen A;Begrenzte und freigestellte Mengen B;Verpackung_Anweisungen;Verpackung_Sondervorschriften;Verpackung_Zusammenpackung;Tank_Anweisungen;Tank_Sondervorschriften;ADR-Tanks_Tankcodierung;ADR-Tanks_Sondervorschriften;Fahrzeug_Befoerderung_Tanks;Befoerderungskategorie;Sondervorschriften_Versandstuecke;Sondervorschriften_SchuettGut;Sondervorschriften_Handhabung;Sondervorschriften_Betrieb;Nummer_Gefahr
3014;SUBSTITUIERTES NITROPHENOL-PESTIZID, FLÜSSIG, GIFTIG;6.1;T6;II;6.1;61 274 648;100 ml;E4;P001 IBC02;-;MP15;T11;TP2 TP27;L4BH;TU15 TE19;AT;2 (D/E);-;-;CV13 CV28;S9 S19;60
3014;SUBSTITUIERTES NITROPHENOL-PESTIZID, FLÜSSIG, GIFTIG;6.1;T6;III;6.1;61 274 648;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T7;TP2 TP28;L4BH;TU15 TE19;AT;2 (E);V12;-;CV13 CV28;S9;60
3015;BIPYRIDILIUM-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber;6.1;TF2;I;6.1+3;61 274;0;E5;P001;-;MP8 MP17;T14;TP2 TP27;L10CH;TU14 TU15 TE19 TE21;FL;1 (C/E);-;-;CV1 CV13 CV28;S2 S9 S14;663
3015;BIPYRIDILIUM-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber;6.1;TF2;II;6.1+3;61 274;100 ml;E4;P001 IBC02;-;MP15;T11;TP2 TP27;L4BH;TU15 TE19;FL;2 (D/E);-;-;CV13 CV28;S2 S9 S19;63
3015;BIPYRIDILIUM-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber;6.1;TF2;III;6.1+3;61 274;5 L;E1;P001 IBC03 R001;-;MP19;T7;TP2 TP28;L4BH;TU15 TE19;FL;2 (D/E);V12;-;CV13 CV28;S2 S9;63
3016;BIPYRIDILIUM-PESTIZID, FLÜSSIG, GIFTIG;6.1;T6;I;6.1;61 274 648;0;E5;P001;-;MP8 MP17;T14;TP2 TP27;L10CH;TU14 TU15 TE19 TE21;AT;1 (C/E);-;-;CV1 CV13 CV28;S9 S14;66
3016;BIPYRIDILIUM-PESTIZID, FLÜSSIG, GIFTIG;6.1;T6;II;6.1;61 274 648;100 ml;E4;P001 IBC02;-;MP15;T11;TP2 TP27;L4BH;TU15 TE19;AT;2 (D/E);-;-;CV13 CV28;S9 S19;60
3016;BIPYRIDILIUM-PESTIZID, FLÜSSIG, GIFTIG;6.1;T6;III;6.1;61 274 648;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T7;TP2 TP28;L4BH;TU15 TE19;AT;2 (E);V12;-;CV13 CV28;S9;60
3017;ORGANOPHOSPHORPESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber;6.1;TF2;I;6.1+3;61 274;0;E5;P001;-;MP8 MP17;T14;TP2 TP27;L10CH;TU14 TU15 TE19 TE21;FL;1 (C/E);-;-;CV1 CV13 CV28;S2 S9 S14;663
3017;ORGANOPHOSPHORPESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber;6.1;TF2;II;6.1+3;61 274;100 ml;E4;P001 IBC02;-;MP15;T11;TP2 TP27;L4BH;TU15 TE19;FL;2 (D/E);-;-;CV13 CV28;S2 S9 S19;63
3017;ORGANOPHOSPHORPESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber;6.1;TF2;III;6.1+3;61 274;5 L;E1;P001 IBC03 R001;-;MP19;T7;TP2 TP28;L4BH;TU15 TE19;FL;2 (D/E);V12;-;CV13 CV28;S2 S9;63
3018;ORGANOPHOSPHORPESTIZID, FLÜSSIG, GIFTIG;6.1;T6;I;6.1;61 274 648;0;E5;P001;-;MP8 MP17;T14;TP2 TP27;L10CH;TU14 TU15 TE19 TE21;AT;1 (C/E);-;-;CV1 CV13 CV28;S9 S14;66
3018;ORGANOPHOSPHORPESTIZID, FLÜSSIG, GIFTIG;6.1;T6;II;6.1;61 274 648;100 ml;E4;P001 IBC02;-;MP15;T11;TP2 TP27;L4BH;TU15 TE19;AT;2 (D/E);-;-;CV13 CV28;S9 S19;60
3018;ORGANOPHOSPHORPESTIZID, FLÜSSIG, GIFTIG;6.1;T6;III;6.1;61 274 648;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T7;TP2 TP28;L4BH;TU15 TE19;AT;2 (E);V12;-;CV13 CV28;S9;60
3019;ORGANOZINN-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber;6.1;TF2;I;6.1+3;61 274;0;E5;P001;-;MP8 MP17;T14;TP2 TP27;L10CH;TU14 TU15 TE19 TE21;FL;1 (C/E);-;-;CV1 CV13 CV28;S2 S9 S14;663
3019;ORGANOZINN-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber;6.1;TF2;II;6.1+3;61 274;100 ml;E4;P001 IBC02;-;MP15;T11;TP2 TP27;L4BH;TU15 TE19;FL;2 (D/E);-;-;CV13 CV28;S2 S9 S19;63
3019;ORGANOZINN-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber;6.1;TF2;III;6.1+3;61 274;5 L;E1;P001 IBC03 R001;-;MP19;T7;TP2 TP28;L4BH;TU15 TE19;FL;2 (D/E);V12;-;CV13 CV28;S2 S9;63
3020;ORGANOZINN-PESTIZID, FLÜSSIG, GIFTIG;6.1;T6;I;6.1;61 274 648;0;E5;P001;-;MP8 MP17;T14;TP2 TP27;L10CH;TU14 TU15 TE19 TE21;AT;1 (C/E);-;-;CV1 CV13 CV28;S9 S14;66
3020;ORGANOZINN-PESTIZID, FLÜSSIG, GIFTIG;6.1;T6;II;6.1;61 274 648;100 ml;E4;P001 IBC02;-;MP15;T11;TP2 TP27;L4BH;TU15 TE19;AT;2 (D/E);-;-;CV13 CV28;S9 S19;60
3020;ORGANOZINN-PESTIZID, FLÜSSIG, GIFTIG;6.1;T6;III;6.1;61 274 648;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T7;TP2 TP28;L4BH;TU15 TE19;AT;2 (E);V12;-;CV13 CV28;S9;60
3021;PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, N.A.G., Flammpunkt unter 23 °C;3;FT2;I;3+6.1;61 274;0;E0;P001;-;MP7 MP17;T14;TP2 TP27;L10CH;TU14 TU15 TE21;FL;1 (C/E);-;-;CV13 CV28;S2 S22;336
3021;PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, N.A.G., Flammpunkt unter 23 °C;3;FT2;II;3+6.1;61 274;1 L;E2;P001 IBC02 R001;-;MP19;T11;TP2 TP27;L4BH;TU15;FL;2 (D/E);-;-;CV13 CV28;S2 S22;336
3022;1,2-BUTYLENOXID, STABILISIERT;3;F1;II;3;386 676;1 L;E2;P001 IBC02 R001;-;MP19;T4;TP1;LGBF;-;FL;2 (D/E);V8;-;-;S2 S4 S20;339
3023;2-METHYL-2-HEPTANTHIOL;6.1;TF1;I;6.1+3;354;0;E0;P602;-;MP8 MP17;T20;TP2;L10CH;TU14 TU15 TE19 TE21;FL;1 (C/D);-;-;CV1 CV13 CV28;S2 S9 S14;663
3024;CUMARIN-PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C;3;FT2;I;3+6.1;61 274;0;E0;P001;-;MP7 MP17;T14;TP2 TP27;L10CH;TU14 TU15 TE21;FL;1 (C/E);-;-;CV13 CV28;S2 S22;336
3024;CUMARIN-PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C;3;FT2;II;3+6.1;61 274;1 L;E2;P001 IBC02 R001;-;MP19;T11;TP2 TP27;L4BH;TU15;FL;2 (D/E);-;-;CV13 CV28;S2 S22;336
3025;CUMARIN-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber;6.1;TF2;I;6.1+3;61 274;0;E5;P001;-;MP8 MP17;T14;TP2 TP27;L10CH;TU14 TU15 TE19 TE21;FL;1 (C/E);-;-;CV1 CV13 CV28;S2 S9 S14;663
3025;CUMARIN-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber;6.1;TF2;II;6.1+3;61 274;100 ml;E4;P001 IBC02;-;MP15;T11;TP2 TP27;L4BH;TU15 TE19;FL;2 (D/E);-;-;CV13 CV28;S2 S9 S19;63
3025;CUMARIN-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber;6.1;TF2;III;6.1+3;61 274;5 L;E1;P001 IBC03 R001;-;MP19;T7;TP1 TP28;L4BH;TU15 TE19;FL;2 (D/E);V12;-;CV13 CV28;S2 S9;63
3026;CUMARIN-PESTIZID, FLÜSSIG, GIFTIG;6.1;T6;I;6.1;61 274 648;0;E5;P001;-;MP8 MP17;T14;TP2 TP27;L10CH;TU14 TU15 TE19 TE21;AT;1 (C/E);-;-;CV1 CV13 CV28;S9 S14;66
3026;CUMARIN-PESTIZID, FLÜSSIG, GIFTIG;6.1;T6;II;6.1;61 274 648;100 ml;E4;P001 IBC02;-;MP15;T11;TP2 TP27;L4BH;TU15 TE19;AT;2 (D/E);-;-;CV13 CV28;S9 S19;60
3026;CUMARIN-PESTIZID, FLÜSSIG, GIFTIG;6.1;T6;III;6.1;61 274 648;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T7;TP1 TP28;L4BH;TU15 TE19;AT;2 (E);V12;-;CV13 CV28;S9;60
3027;CUMARIN-PESTIZID, FEST, GIFTIG;6.1;T7;I;6.1;61 274 648;0;E5;P002 IBC07;-;MP18;T6;TP33;S10AH L10CH;TU14 TU15 TE19 TE21;AT;1 (C/E);V10;-;CV1 CV13 CV28;S9 S14;66
3027;CUMARIN-PESTIZID, FEST, GIFTIG;6.1;T7;II;6.1;61 274 648;500 g;E4;P002 IBC08;B4;MP10;T3;TP33;SGAH L4BH;TU15 TE19;AT;2 (D/E);V11;-;CV13 CV28;S9 S19;60
3027;CUMARIN-PESTIZID, FEST, GIFTIG;6.1;T7;III;6.1;61 274 648;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1;TP33;SGAH L4BH;TU15 TE19;AT;2 (E);-;VC1 VC2 AP7;CV13 CV28;S9;60
3028;BATTERIEN (AKKUMULATOREN), TROCKEN, KALIUMHYDROXID, FEST, ENTHALTEND, elektrische Sammler;8;C11;-;8;295 304 598;2 kg;E0;P801;-;-;-;-;-;-;-;3 (E);-;VC1 VC2 AP8;-;-;80
3048;ALUMINIUMPHOSPHIDPESTIZID;6.1;T7;I;6.1;153 648;0;E0;P002 IBC07;-;MP18;T6;TP33;S10AH;TU15 TE19;AT;1 (C/E);V10;-;CV1 CV13 CV28;S9 S14;642
3054;CYCLOHEXYLMERCAPTAN;3;F1;III;3;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T2;TP1;LGBF;-;FL;3 (D/E);V12;-;-;S2;30
3055;2-(2-AMINOETHOXY)ETHANOL;8;C7;III;8;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T4;TP1;L4BN;-;AT;3 (E);V12;-;-;-;80
3056;n-HEPTALDEHYD;3;F1;III;3;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T2;TP1;LGBF;-;FL;3 (D/E);V12;-;-;S2;30
3057;TRIFLUORACETYLCHLORID;2;2TC;-;2.3+8;-;0;E0;P200;-;MP9;T50;TP21;PxBH(M);TA4 TT9;AT;1 (C/D);-;-;CV9 CV10 CV36;S14;268
3064;NITROGLYCERIN, LÖSUNG IN ALKOHOL mit mehr als 1 %, aber höchstens 5 % Nitroglycerin;3;D;II;3;359;0;E0;P300;-;MP2;-;-;-;-;-;2 (B);-;-;-;S2 S14;-
3065;ALKOHOLISCHE GETRÄNKE mit mehr als 70 Vol.-% Alkohol;3;F1;II;3;-;5 L;E2;P001 IBC02 R001;PP2;MP19;T4;TP1;LGBF;-;FL;2 (D/E);-;-;-;S2 S20;33
3065;ALKOHOLISCHE GETRÄNKE mit mehr als 24 Vol.-% und höchstens 70 Vol.-% Alkohol;3;F1;III;3;144 145 247;5 L;E1;P001 IBC03 R001;PP2;MP19;T2;TP1;LGBF;-;FL;3 (D/E);V12;-;-;S2;30
3066;FARBE (einschliesslich Farbe, Lack, Emaille, Beize, Schellack, Firnis, Politur, flüssiger Füllstoff und flüssige Lackgrundlage) oder FARBZUBEHÖRSTOFFE (einschliesslich Farbverdünnung und -lösemittel);8;C9;II;8;163 367;1 L;E2;P001 IBC02;-;MP15;T7;TP2 TP28;L4BN;-;AT;2 (E);-;-;-;-;80
3066;FARBE (einschliesslich Farbe, Lack, Emaille, Beize, Schellack, Firnis, Politur, flüssiger Füllstoff und flüssige Lackgrundlage) oder FARBZUBEHÖRSTOFFE (einschliesslich Farbverdünnung und -lösemittel);8;C9;III;8;163 367;5 L;E1;P001 IBC03 R001;-;MP19;T4;TP1 TP29;L4BN;-;AT;3 (E);V12;-;-;-;80
3070;ETHYLENOXID UND DICHLORDIFLUORMETHAN, GEMISCH mit höchstens 12,5 % Ethylenoxid;2;2A;-;2.2;392 662;120 ml;E1;P200;-;MP9;T50 (M);-;PxBN(M);TA4 TT9;AT;3 (C/E);-;-;CV9 CV10 CV36;-;20
3071;MERCAPTANE, FLÜSSIG, GIFTIG, ENTZÜNDBAR, N.A.G. oder MERCAPTANE, MISCHUNG, FLÜSSIG, GIFTIG, ENTZÜNDBAR, N.A.G.;6.1;TF1;II;6.1+3;274;100 ml;E4;P001 IBC02;-;MP15;T11;TP2 TP27;L4BH;TU15 TE19;FL;2 (D/E);-;-;CV13 CV28;S2 S9 S19;63
3072;RETTUNGSMITTEL, NICHT SELBSTAUFBLASEND, gefährliche Güter als Ausrüstung enthaltend;9;M5;-;9;296 635;0;E0;P905;-;-;-;-;-;-;-;3 (E);-;-;-;-;-
3073;VINYLPYRIDINE, STABILISIERT;6.1;TFC;II;6.1+3 +8;386 676;100 ml;E4;P001 IBC01;-;MP15;T7;TP2;L4BH;TU15 TE19;FL;2 (D/E);V8;-;CV13 CV28;S2 S4 S9 S19;638
3077;UMWELTGEFÄHRDENDER STOFF, FEST, N.A.G.;9;M7;III;9;274 335 375 601;5 kg;E1;P002 IBC08 LP02 R001;PP12 B3;MP10;T1 BK1 BK2 BK3;TP33;SGAV LGBV;-;AT;3 (-);V13;VC1 VC2;CV13;-;90
3078;CER, Späne oder Griess;4.3;W2;II;4.3;550;500 g;E2;P410 IBC07;-;MP14;T3;TP33;SGAN;-;AT;2 (D/E);V1;-;CV23;-;423
3079;METHACRYLNITRIL, STABILISIERT;6.1;TF1;I;6.1+3;354 386 676;0;E0;P602;-;MP8 MP17;T20;TP2;L10CH;TU14 TU15 TE19 TE21;FL;1 (C/D);V8;-;CV1 CV13 CV28;S2 S4 S9 S14;663
3080;ISOCYANATE, GIFTIG, ENTZÜNDBAR, N.A.G. oder ISOCYANAT, LÖSUNG, GIFTIG, ENTZÜNDBAR, N.A.G.;6.1;TF1;II;6.1+3;274 551;100 ml;E4;P001 IBC02;-;MP15;T11;TP2 TP27;L4BH;TU15 TE19;FL;2 (D/E);-;-;CV13 CV28;S2 S9 S19;63
3082;UMWELTGEFÄHRDENDER STOFF, FLÜSSIG, N.A.G.;9;M6;III;9;274 335 375 601;5 L;E1;P001 IBC03 LP01 R001;PP1;MP19;T4;TP1 TP29;LGBV;-;AT;3 (-);V12;-;CV13;-;90
3083;PERCHLORYLFLUORID;2;2TO;-;2.3+ 5.1;-;0;E0;P200;-;MP9;(M);-;PxBH(M);TA4 TT9;AT;1 (C/D);-;-;CV9 CV10 CV36;S14;265
3084;ÄTZENDER FESTER STOFF, ENTZÜNDEND (OXIDIEREND) WIRKEND,;8;CO2;I;8+5.1;274;0;E0;P002;-;MP18;T6;TP33;S10AN L10BH;-;AT;1 (E);-;-;CV24;S14;885
3084;ÄTZENDER FESTER STOFF, ENTZÜNDEND (OXIDIEREND) WIRKEND,;8;CO2;II;8+5.1;274;1 kg;E2;P002 IBC06;-;MP10;T3;TP33;SGAN L4BN;-;AT;2 (E);V11;-;CV24;-;85
3085;ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, ÄTZEND,;5.1;OC2;I;5.1+8;274;0;E0;P503;-;MP2;-;-;-;-;-;1 (E);-;-;CV24;S20;-
3085;ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, ÄTZEND,;5.1;OC2;II;5.1+8;274;1 kg;E2;P002 IBC06;-;MP2;T3;TP33;SGAN;TU3;AT;2 (E);V11;-;CV24;-;58
3085;ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, ÄTZEND,;5.1;OC2;III;5.1+8;274;5 kg;E1;P002 IBC08 R001;B3;MP2;T1;TP33;SGAN;TU3;AT;3 (E);-;-;CV24;-;58
3086;GIFTIGER FESTER STOFF, ENTZÜNDEND (OXIDIEREND) WIRKEND, N.A.G.;6.1;TO2;I;6.1+ 5.1;274;0;E5;P002;-;MP18;T6;TP33;S10AH L10CH;TU14 TU15 TE19 TE21;AT;1 (C/E);-;-;CV1 CV13 CV28;S9 S14;665
3086;GIFTIGER FESTER STOFF, ENTZÜNDEND (OXIDIEREND) WIRKEND,;6.1;TO2;II;6.1+ 5.1;274;500 g;E4;P002 IBC06;-;MP10;T3;TP33;SGAH L4BH;TU15 TE19;AT;2 (D/E);V11;-;CV13 CV28;S9 S19;65
3087;ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, GIFTIG,;5.1;OT2;I;5.1+ 6.1;274;0;E0;P503;-;MP2;-;-;-;-;-;1 (E);-;-;CV24 CV28;S20;-
3087;ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, GIFTIG,;5.1;OT2;II;5.1+ 6.1;274;1 kg;E2;P002 IBC06;-;MP2;T3;TP33;SGAN;TU3;AT;2 (E);V11;-;CV24 CV28;-;56
3087;ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, GIFTIG,;5.1;OT2;III;5.1+ 6.1;274;5 kg;E1;P002 IBC08 R001;B3;MP2;T1;TP33;SGAN;TU3;AT;3 (E);-;-;CV24 CV28;-;56
3088;SELBSTERHITZUNGSFÄHIGER ORGANISCHER FESTER STOFF, N.A.G.;4.2;S2;II;4.2;274;0;E2;P410 IBC06;-;MP14;T3;TP33;SGAV;-;AT;2 (D/E);V1;-;-;-;40
3088;SELBSTERHITZUNGSFÄHIGER ORGANISCHER FESTER STOFF, N.A.G.;4.2;S2;III;4.2;274 665;0;E1;P002 IBC08 LP02 R001;B3;MP14;T1;TP33;SGAV;-;AT;3 (E);V1;-;-;-;40
3089;ENTZÜNDBARES METALLPULVER, N.A.G.;4.1;F3;II;4.1;552;1 kg;E2;P002 IBC08;B4;MP11;T3;TP33;SGAN;-;AT;2 (E);V11;-;-;-;40
3089;ENTZÜNDBARES METALLPULVER, N.A.G.;4.1;F3;III;4.1;552;5 kg;E1;P002 IBC08 R001;B4;MP11;T1;TP33;SGAV;-;AT;3 (E);V11;VC1 VC2;-;-;40
3090;LITHIUM-METALLBATTERIEN (einschliesslich Batterien aus Lithiumlegierung);9;M4;-;9A;188 230 310 376 377 387 636;0;E0;P903 P908 P909 P910 P911 LP903 LP904 LP905 LP906;-;-;-;-;-;-;-;2 (E);-;-;-;-;-
3091;LITHIUM-METALLBATTERIEN IN AUSRÜSTUNGEN oder LITHIUM-METALLBATTERIEN, MIT AUSRÜSTUNGEN VERPACKT (einschliesslich Batterien aus Lithiumlegierung);9;M4;-;9A;188 230 310 360 376 377 387 390 670;0;E0;P903 P908 P909 P910 P911 LP903 LP904 LP905 LP906;-;-;-;-;-;-;-;2 (E);-;-;-;-;-
3092;1-METHOXY-2-PROPANOL;3;F1;III;3;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T2;TP1;LGBF;-;FL;3 (D/E);V12;-;-;S2;30
3093;ÄTZENDER FLÜSSIGER STOFF, ENTZÜNDEND (OXIDIEREND) WIRKEND, N.A.G.;8;CO1;I;8+5.1;274;0;E0;P001;-;MP8 MP17;-;-;L10BH;-;AT;1 (E);-;-;CV24;S14;885
3093;ÄTZENDER FLÜSSIGER STOFF, ENTZÜNDEND (OXIDIEREND) WIRKEND, N.A.G.;8;CO1;II;8+5.1;274;1 L;E2;P001 IBC02;-;MP15;-;-;L4BN;-;AT;2 (E);-;-;CV24;-;85
3094;ÄTZENDER FLÜSSIGER STOFF, MIT WASSER REAGIEREND, N.A.G.;8;CW1;I;8+4.3;274;0;E0;P001;-;MP8 MP17;-;-;L10BH;-;AT;1 (D/E);-;-;-;S14;823
3094;ÄTZENDER FLÜSSIGER STOFF, MIT WASSER REAGIEREND, N.A.G.;8;CW1;II;8+4.3;274;1 L;E2;P001;-;MP15;-;-;L4BN;-;AT;2 (E);-;-;-;-;823
3095;ÄTZENDER FESTER STOFF, SELBSTERHITZUNGSFÄHIG, N.A.G.;8;CS2;I;8+4.2;274;0;E0;P002;-;MP18;T6;TP33;S10AN;-;AT;1 (E);-;-;-;S14;884
3095;ÄTZENDER FESTER STOFF, SELBSTERHITZUNGSFÄHIG, N.A.G.;8;CS2;II;8+4.2;274;1 kg;E2;P002 IBC06;-;MP10;T3;TP33;SGAN;-;AT;2 (E);V11;-;-;-;84
3096;ÄTZENDER FESTER STOFF, MIT WASSER REAGIEREND, N.A.G.;8;CW2;I;8+4.3;274;0;E0;P002;-;MP18;T6;TP33;S10AN L10BH;-;AT;1 (E);-;-;-;S14;842
3096;ÄTZENDER FESTER STOFF, MIT WASSER REAGIEREND, N.A.G.;8;CW2;II;8+4.3;274;1 kg;E2;P002 IBC06;-;MP10;T3;TP33;SGAN L4BN;-;AT;2 (E);V11;-;-;-;842
3097;ENTZÜNDBARER FESTER STOFF, ENTZÜNDEND (OXIDIEREND) WIRKEND, N.A.G.;4.1;FO;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN
3098;ENTZÜNDEND (OXIDIEREND) WIRKENDER FLÜSSIGER STOFF,;5.1;OC1;I;5.1+8;274;0;E0;P502;-;MP2;-;-;-;-;-;1 (E);-;-;CV24;S20;-
3098;ENTZÜNDEND (OXIDIEREND) WIRKENDER FLÜSSIGER STOFF,;5.1;OC1;II;5.1+8;274;1 L;E2;P504 IBC01;-;MP2;-;-;-;-;-;2 (E);-;-;CV24;-;-
3098;ENTZÜNDEND (OXIDIEREND) WIRKENDER FLÜSSIGER STOFF,;5.1;OC1;III;5.1+8;274;5 L;E1;P504 IBC02 R001;-;MP2;-;-;-;-;-;3 (E);-;-;CV24;-;-
3099;ENTZÜNDEND (OXIDIEREND) WIRKENDER FLÜSSIGER STOFF, GIFTIG,;5.1;OT1;I;5.1+ 6.1;274;0;E0;P502;-;MP2;-;-;-;-;-;1 (E);-;-;CV24 CV28;S20;-
3099;ENTZÜNDEND (OXIDIEREND) WIRKENDER FLÜSSIGER STOFF, GIFTIG,;5.1;OT1;II;5.1+ 6.1;274;1 L;E2;P504 IBC01;-;MP2;-;-;-;-;-;2 (E);-;-;CV24 CV28;-;-
3099;ENTZÜNDEND (OXIDIEREND) WIRKENDER FLÜSSIGER STOFF, GIFTIG,;5.1;OT1;III;5.1+ 6.1;274;5 L;E1;P504 IBC02 R001;-;MP2;-;-;-;-;-;3 (E);-;-;CV24 CV28;-;-
3100;ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, SELBSTERHITZUNGSFÄHIG, N.A.G.;5.1;OS;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN;BEFÖRDERUNG VERBOTEN
3101;ORGANISCHES PEROXID TYP B, FLÜSSIG;5.2;P1;-;5.2+1;122 181 274;25 ml;E0;P520;-;MP4;-;-;-;-;-;1 (B);V1 V5;-;CV15 CV20 CV22 CV24;S9 S17;-
3102;ORGANISCHES PEROXID TYP B, FEST;5.2;P1;-;5.2+1;122 181 274;100 g;E0;P520;-;MP4;-;-;-;-;-;1 (B);V1 V5;-;CV15 CV20 CV22 CV24;S9 S17;-
3103;ORGANISCHES PEROXID TYP C, FLÜSSIG;5.2;P1;-;5.2;122 274;25 ml;E0;P520;-;MP4;-;-;-;-;-;1 (D);V1;-;CV15 CV20 CV22 CV24;S8 S18;-
3104;ORGANISCHES PEROXID TYP C, FEST;5.2;P1;-;5.2;122 274;100 g;E0;P520;-;MP4;-;-;-;-;-;1 (D);V1;-;CV15 CV20 CV22 CV24;S8 S18;-
3105;ORGANISCHES PEROXID TYP D, FLÜSSIG;5.2;P1;-;5.2;122 274;125 ml;E0;P520;-;MP4;-;-;-;-;-;2 (D);V1;-;CV15 CV22 CV24;S19;-
3106;ORGANISCHES PEROXID TYP D, FEST;5.2;P1;-;5.2;122 274;500 g;E0;P520;-;MP4;-;-;-;-;-;2 (D);V1;-;CV15 CV22 CV24;S19;-
3107;ORGANISCHES PEROXID TYP E, FLÜSSIG;5.2;P1;-;5.2;122 274;125 ml;E0;P520;-;MP4;-;-;-;-;-;2 (D);V1;-;CV15 CV22 CV24;-;-
3108;ORGANISCHES PEROXID TYP E, FEST;5.2;P1;-;5.2;122 274;500 g;E0;P520;-;MP4;-;-;-;-;-;2 (D);V1;-;CV15 CV22 CV24;-;-
3109;ORGANISCHES PEROXID TYP F, FLÜSSIG;5.2;P1;-;5.2;122 274;125 ml;E0;P520 IBC520;-;MP4;T23;-;L4BN(+);TU3 TU13 TU30 TE12 TA2 TM4;AT;2 (D);V1;-;CV15 CV22 CV24;-;539
3110;ORGANISCHES PEROXID TYP F, FEST;5.2;P1;-;5.2;122 274;500 g;E0;P520 IBC520;-;MP4;T23;TP33;S4AN(+);TU3 TU13 TU30 TE12 TA2 TM4;AT;2 (D);V1;-;CV15 CV22 CV24;-;539
